주차장명,주차장구분,주차장유형,소재지도로명주소,소재지지번주소,주차구획수,운영요일,평일운영시작시각,평일운영종료시각,토요일운영시작시각,토요일운영종료시각,공휴일운영시작시각,공휴일운영종료시각,요금정보,관리기관명,전화번호
휴먼주차타워,민영,노외,강원도 원주시 만대공원길 8-10,강원도 원주시 무실동 1734-4,38,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,강원도 원주시청,033-737-3544
에스티에프주차타워,민영,노외,강원도 원주시 만대공원길 50,강원도 원주시 무실동 1726-6,121,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,강원도 원주시청,033-737-3544
무실동주차장,민영,노외,강원도 원주시 능라동길 60,강원도 원주시 무실동 1855-5,50,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,강원도 원주시청,033-737-3544
원주역주차장,민영,노외,강원도 원주시 평원로 158,강원도 원주시 학성동 413-4,34,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,강원도 원주시청,033-737-3544
학성공영주차장,공영,노외,강원도 원주시 학성길 120,강원도 원주시 학성동 223-75,115,평일,08:00,20:00,00:00,00:00,00:00,00:00,유료,강원도 원주시청,033-737-3544
문막공영주차장,공영,노외,강원도 원주시 문막읍 원문로 1890,강원도 원주시 문막읍 문막리 1044,229,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,강원도 원주시청,033-737-3544
동화리 공영주차장,공영,노외,강원도 원주시 문막읍 동화택지길 3-7,강원도 원주시 문막읍 동화리 1539-2,26,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,강원도 원주시청,033-737-3544
부론면 공영주차장,공영,노외,강원도 원주시 부론면 법천시장길 51-2,강원도 원주시 부론면 법천리 1449-1,60,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,강원도 원주시청,033-737-3544
흥업 공영주차장,공영,노외,강원도 원주시 흥업면 남원로 60,강원도 원주시 흥업면 흥업리 584-1,30,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,강원도 원주시청,033-737-3544
수정유료주차장,민영,노외,강원도 원주시 감영길 20,강원도 원주시 원동 5-27,9,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,강원도 원주시청,033-737-3544
남산주차장,민영,노외,강원도 원주시 원일로 53-1,강원도 원주시 원동 58-4,27,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,강원도 원주시청,033-737-3544
광진주차장,민영,노외,강원도 원주시 치악로 1817,강원도 원주시 인동 183,17,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,강원도 원주시청,033-737-3544
성지병원주차장,민영,노외,강원도 원주시 중앙로 38-2,강원도 원주시 인동 25-31,44,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,강원도 원주시청,033-737-3544
세창주차장,민영,노외,강원도 원주시 개봉길 12,강원도 원주시 개운동 384-22,23,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,강원도 원주시청,033-737-3544
개운현대주차장,민영,노외,강원도 원주시 치악로 1771,강원도 원주시 개운동 124-6,25,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,강원도 원주시청,033-737-3544
21세기유료주차장,민영,노외,강원도 원주시 남원로534번길 28,강원도 원주시 단구동 1514-1,64,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,강원도 원주시청,033-737-3544
아울렛 주차장,민영,노외,강원도 원주시 단구로 354-17,강원도 원주시 단구동 1610-5,180,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,강원도 원주시청,033-737-3544
양지주차장,민영,노외,강원도 원주시 무실로 25-1,강원도 원주시 일산동 12-11,16,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,강원도 원주시청,033-737-3544
롯데주차장,민영,노외,강원도 원주시 무실로12번길 45,강원도 원주시 일산동 362,35,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,강원도 원주시청,033-737-3544
현대주차장,민영,노외,강원도 원주시 천사로 198,강원도 원주시 일산동 193-21,17,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,강원도 원주시청,033-737-3544
대교(신세계)주차장,민영,노외,강원도 원주시 천사로 202,강원도 원주시 일산동 193-12,16,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,강원도 원주시청,033-737-3544
원주주차장,민영,노외,강원도 원주시 무실로12번길 39,강원도 원주시 일산동 70-8,40,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,강원도 원주시청,033-737-3544
제일신협주차장,민영,노외,강원도 원주시 무실로 16-1,강원도 원주시 일산동 89-1,19,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,강원도 원주시청,033-737-3544
제일주차장,민영,노외,강원도 원주시 일산로 34,강원도 원주시 일산동 119-1,50,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,강원도 원주시청,033-737-3544
원주기독병원주차장,민영,노외,강원도 원주시 일산로 20,강원도 원주시 일산동 97-3,905,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,강원도 원주시청,033-737-3544
원주주차타워,민영,노외,강원도 원주시 장미공원길 65,강원도 원주시 단계동 864,159,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,강원도 원주시청,033-737-3544
오대천둔치주차장,공영,노외,강원도 평창군 진부면 경강로 3554,강원도 평창군 진부면 하진부리 1289-46,167,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,강원도 평창군청,033-330-2285
대화전통시장 주차장,공영,노외,강원도 평창군 대화면 대화3길 34,강원도 평창군 대화면 대화리 1001-50,9,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,강원도 평창군청,033-330-2285
면사무소앞주차장,공영,노외,강원도 평창군 진부면 석두산2길 13,강원도 평창군 진부면 하진부리 171-3,30,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,강원도 평창군청,033-330-2285
대화전통시장입구주차장,공영,노외,강원도 평창군 대화면 대화시장2길 23-3,강원도 평창군 대화면 대화리 1001-215,12,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,강원도 평창군청,033-330-2285
하진부리(구터미널)주차장,공영,노외,강원도 평창군 진부면 진부시장뒷길 66,강원도 평창군 진부면 하진부리 206-131,35,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,강원도 평창군청,033-330-2285
대화면 공원주차장,공영,노외,강원도 평창군 대화면 대화중앙로 95,강원도 평창군 대화면 대화리 967-1,29,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,강원도 평창군청,033-330-2285
진부초교앞 주차장,공영,노외,강원도 평창군 진부면 진부새싹길 42,강원도 평창군 진부면 하진부리 206-11,24,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,강원도 평창군청,033-330-2285
문화마을 2주차장,공영,노외,강원도 평창군 대화면 문화택지길 58,강원도 평창군 대화면 대화리 1962-1,30,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,강원도 평창군청,033-330-2285
송정택지 주차공원,공영,노외,강원도 평창군 진부면 송정택지2길 28-20,강원도 평창군 진부면 송정리 2535-1,8,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,강원도 평창군청,033-330-2285
문화마을 3주차장,공영,노외,강원도 평창군 대화면 문화택지길 58,강원도 평창군 대화면 대화리 1959,16,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,강원도 평창군청,033-330-2285
하진부리(태백주유소뒤)주차장,공영,노외,강원도 평창군 진부면 진부중앙로 100-5,강원도 평창군 진부면 하진부리 1289-30,17,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,강원도 평창군청,033-330-2285
계촌초등학교 정문 주차장,공영,노외,강원도 평창군 방림면 계촌길 61,강원도 평창군 방림면 계촌리 1486-1,5,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,강원도 평창군청,033-330-2285
계방산 주차장,공영,노외,강원도 평창군 용평면 운두령로 743,강원도 평창군 봉평면 노동리 159,30,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,강원도 평창군청,033-330-2285
방림복지회관 앞 주차장,공영,노외,강원도 평창군 방림면 서동로 1338-3,강원도 평창군 방림면 방림리 1269,17,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,강원도 평창군청,033-330-2285
금당광고 앞 주차장,공영,노외,강원도 평창군 대화면 대화중앙로 52,강원도 평창군 대화면 대화리 942,29,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,강원도 평창군청,033-330-2285
동화주차장,민영,노외,강원도 원주시 원일로 148-12,강원도 원주시 중앙동 17,15,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,강원도 원주시청,033-737-3544
B도로 주차장,민영,노외,강원도 원주시 중앙로 68,강원도 원주시 중앙동 183,37,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,강원도 원주시청,033-737-3544
원주 중앙동 주차장,민영,노외,강원도 원주시 평원로 55,강원도 원주시 중앙동 74-2,21,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,강원도 원주시청,033-737-3544
원흥주차장,민영,노외,강원도 원주시 평원로 51,강원도 원주시 중앙동 81,44,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,강원도 원주시청,033-737-3544
평원주차장,민영,노외,강원도 원주시 중앙시장길 57,강원도 원주시 평원동 189-4,14,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,강원도 원주시청,033-737-3544
태호주차장,민영,노외,강원도 원주시 중앙시장길 51,강원도 원주시 평원동 190-23,14,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,강원도 원주시청,033-737-3544
금성주차장,민영,노외,강원도 원주시 평원로 44,강원도 원주시 평원동 310-13,11,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,강원도 원주시청,033-737-3544
형제주차장,민영,노외,강원도 원주시 평원로 22,강원도 원주시 평원동 349-1,48,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,강원도 원주시청,033-737-3544
전원주차장,민영,노외,강원도 원주시 중앙시장길 54,강원도 원주시 평원동 198-1,13,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,강원도 원주시청,033-737-3544
정지뜰주차장,민영,노외,강원도 원주시 평원로 90,강원도 원주시 학성동 202-3,34,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,강원도 원주시청,033-737-3544
구 역파 앞,공영,노외,강원도 영월군 영월읍 영월로 2106,강원도 영월군 영월읍 덕포리 507-5,10,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,강원도 영월군청,033-370-2356
약물내기,공영,노외,강원도 영월군 영월읍 대내길 497,강원도 영월군 영월읍 덕포리 202-1,30,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,강원도 영월군청,033-370-2356
청령포주차장,공영,노외,강원도 영월군 영월읍 청령포로 111,강원도 영월군 영월읍 방절리 240,151,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,강원도 영월군청,033-370-2356
청령포 다리 밑,공영,노외,강원도 영월군 영월읍 청령포로 111,강원도 영월군 영월읍 방절리 233-4,45,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,강원도 영월군청,033-370-2356
신아아파트 앞,공영,노외,강원도 영월군 영월읍 청령포로 213,강원도 영월군 영월읍 방절리 476-2,57,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,강원도 영월군청,033-370-2356
삼옥리 동굴민박 건너편,공영,노외,강원도 영월군 영월읍 동강로 630,강원도 영월군 영월읍 삼옥리 301,15,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,강원도 영월군청,033-370-2356
영모전길 64-10 (동진빌라 맞은편),공영,노외,강원도 영월군 영월읍 영모전길 64-10,강원도 영월군 영월읍 영흥리 817-14,5,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,강원도 영월군청,033-370-2356
관풍헌길 97-6 이화빌라 옆,공영,노외,강원도 영월군 영월읍 관풍헌길 97-6,강원도 영월군 영월읍 영흥리 967-12,6,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,강원도 영월군청,033-370-2356
관풍로 16번길 9-13,공영,노외,강원도 영월군 영월읍 단종로16번길 9-13,강원도 영월군 영월읍 영흥리 965-1,2,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,강원도 영월군청,033-370-2356
상동소방서 앞,공영,노외,강원도 영월군 상동읍 구래로 211,강원도 영월군 상동읍 구래리 103-215,25,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,강원도 영월군청,033-370-2356
산1-37 / 약수터,공영,노외,강원도 영월군 상동읍 구래로 57-1,강원도 영월군 상동읍 구래리 95-59,8,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,강원도 영월군청,033-370-2356
느티나무길 72-1,공영,노외,강원도 영월군 영월읍 느티나무길 70,강원도 영월군 영월읍 덕포리 555-1,15,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,강원도 영월군청,033-370-2356
춘자슈퍼 옆,공영,노외,강원도 영월군 영월읍 단종로 179,강원도 영월군 영월읍 영흥리 1096-6,8,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,강원도 영월군청,033-370-2356
단종로 177-11 앞,공영,노외,강원도 영월군 영월읍 단종로 177-11,강원도 영월군 영월읍 영흥리 1097-15,4,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,강원도 영월군청,033-370-2356
단종로 34번길 45(옆),공영,노외,강원도 영월군 영월읍 단종로 34번길 45,강원도 영월군 영월읍 영흥리 1012-3,7,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,강원도 영월군청,033-370-2356
내성길31번길 38 건너편,공영,노외,강원도 영월군 영월읍 내성길31번길 38,강원도 영월군 영월읍 영흥리 787-4,4,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,강원도 영월군청,033-370-2356
면사무소앞 주차장(신설),공영,노외,강원도 평창군 대화면 남산2길 20,강원도 평창군 대화면 대화리 1171,30,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,강원도 평창군청,033-330-2285
대화의원,공영,노외,강원도 평창군 대화면 대화1길 38-3,강원도 평창군 대화면 대화리 978-12,40,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,강원도 평창군청,033-330-2285
대화전통시장 주차공원,공영,노외,강원도 평창군 대화면 대화1길 19,강원도 평창군 대화면 대화리 1000-6,40,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,강원도 평창군청,033-330-2285
백룡동굴 주차장,공영,노외,강원도 평창군 미탄면 문희길 63,강원도 평창군 미탄면 마하리 82,49,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,강원도 평창군청,033-330-2285
백강파크빌 옆 주차장,공영,노외,강원도 평창군 미탄면 창천변길 9,강원도 평창군 미탄면 창리 730,7,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,강원도 평창군청,033-330-2285
효석문학관 (소형),공영,노외,강원도 평창군 봉평면 효석문학길 73-25,강원도 평창군 봉평면 창동리 548-3,23,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,강원도 평창군청,033-330-2285
평창식당 옆 주차장,공영,노외,강원도 평창군 미탄면 새터길 6,강원도 평창군 미탄면 창리 277-4,14,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,강원도 평창군청,033-330-2285
효석문학관 (대형),공영,노외,강원도 평창군 봉평면 효석문학길 73-25,강원도 평창군 봉평면 창동리 530-13,9,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,강원도 평창군청,033-330-2285
면사무소옆 주차장,공영,노외,강원도 평창군 봉평면 기풍로 150-2,강원도 평창군 봉평면 창동리 362-2,38,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,강원도 평창군청,033-330-2285
카페마커모얘 앞 주차장,공영,노외,강원도 평창군 미탄면 미탄중앙로 6,강원도 평창군 미탄면 창리 693-2,13,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,강원도 평창군청,033-330-2285
봉평중고등학교 옆,공영,노외,강원도 평창군 봉평면 기풍3길 17,강원도 평창군 봉평면 창동리 396-38,63,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,강원도 평창군청,033-330-2285
운교치안센터 옆 주차장,공영,노외,강원도 평창군 방림면 서동로 275,강원도 평창군 방림면 운교리 959-2,15,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,강원도 평창군청,033-330-2285
금강정주차장,공영,노외,강원도 영월군 영월읍 금강공원길 79,강원도 영월군 영월읍 영흥리 891-3,7,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,강원도 영월군청,033-370-2356
향교 앞,공영,노외,강원도 영월군 영월읍 영월향교길 64,강원도 영월군 영월읍 영흥리 851-2,18,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,강원도 영월군청,033-370-2356
향교 맞은편,공영,노외,강원도 영월군 영월읍 영월향교길 64,강원도 영월군 영월읍 영흥리 884,9,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,강원도 영월군청,033-370-2356
설원칡냉면 옆,공영,노외,강원도 영월군 영월읍 중앙로 86,강원도 영월군 영월읍 영흥리 901-68,38,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,강원도 영월군청,033-370-2356
구 시외버스터미널부지,공영,노외,강원도 영월군 영월읍 중앙로 83,강원도 영월군 영월읍 영흥리 848-1,33,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,강원도 영월군청,033-370-2356
영월고등학교 정문 맞은편,공영,노외,강원도 영월군 영월읍 오무개길 51,강원도 영월군 영월읍 영흥리 802-9,10,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,강원도 영월군청,033-370-2356
영월중학교 운동장 맞은편,공영,노외,강원도 영월군 영월읍 오무개길 51,강원도 영월군 영월읍 영흥리 802-20,9,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,강원도 영월군청,033-370-2356
영모전,공영,노외,강원도 영월군 영월읍 영모전길 148,강원도 영월군 영월읍 영흥리 1033-33,30,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,강원도 영월군청,033-370-2356
다우빌라 앞,공영,노외,강원도 영월군 영월읍 영모전길 148,강원도 영월군 영월읍 영흥리 1033-15,20,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,강원도 영월군청,033-370-2356
삼춘식육점 옆,공영,노외,강원도 영월군 영월읍 단종로16번길 61-3,강원도 영월군 영월읍 영흥리 832-1,6,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,강원도 영월군청,033-370-2356
카페메이트↔영월웨딩홀 사이,공영,노외,강원도 영월군 영월읍 단종로16번길 18-6,강원도 영월군 영월읍 영흥리 971-25,10,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,강원도 영월군청,033-370-2356
명동화원 앞(영월웨딩홀 아래),공영,노외,강원도 영월군 영월읍 중앙로 49-9,강원도 영월군 영월읍 영흥리 972-23,6,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,강원도 영월군청,033-370-2356
삼정숯불갈비 옆,공영,노외,강원도 영월군 영월읍 하송로 120,강원도 영월군 영월읍 하송리 379-12,25,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,강원도 영월군청,033-370-2356
웰빙주차장(보덕사 밑),공영,노외,강원도 영월군 영월읍 보덕사길 34,강원도 영월군 영월읍 영흥리 1105-10,36,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,강원도 영월군청,033-370-2356
장릉주차장,공영,노외,강원도 영월군 영월읍 보덕사길 34,강원도 영월군 영월읍 영흥리 1112,72,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,강원도 영월군청,033-370-2356
방절리 선돌주차장,공영,노외,강원도 영월군 영월읍 선돌길 141,강원도 영월군 영월읍 방절리 373-1,26,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,강원도 영월군청,033-370-2356
미소가아파트 옆,공영,노외,강원도 영월군 영월읍 덕포하리5길 30,강원도 영월군 영월읍 덕포리 616-4,12,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,강원도 영월군청,033-370-2356
덕포하리6길 43-29 인근,공영,노외,강원도 영월군 영월읍 덕포하리6길 43-29,강원도 영월군 영월읍 덕포리 659,8,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,강원도 영월군청,033-370-2356
덕포하리1길 47(앞),공영,노외,강원도 영월군 영월읍 덕포하리1길 47,강원도 영월군 영월읍 덕포리 641-6,6,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,강원도 영월군청,033-370-2356
"세경대 앞 주차장(대형22, 소형18)",공영,노외,강원도 영월군 영월읍 하송로 197,강원도 영월군 영월읍 하송리 432-24,40,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,강원도 영월군청,033-370-2356
축복교회 앞,공영,노외,강원도 영월군 영월읍 봉래산로 47,강원도 영월군 영월읍 영흥리 810-12,18,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,강원도 영월군청,033-370-2356
농협주차장 뒤,공영,노외,강원도 영월군 영월읍 단종로 10,강원도 영월군 영월읍 영흥리 975-4,29,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,강원도 영월군청,033-370-2356
전통시장 주차장,공영,노외,강원도 영월군 영월읍 덕포시장길 53,강원도 영월군 영월읍 덕포리 486-3,23,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,강원도 영월군청,033-370-2356
봉래초교 정문 앞,공영,노외,강원도 영월군 영월읍 중앙로 168-13,강원도 영월군 영월읍 덕포리 560-5,8,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,강원도 영월군청,033-370-2356
서부시장 인근 주차장(동강한우타운),공영,노외,강원도 영월군 영월읍 하송안길 65,강원도 영월군 영월읍 하송리 7,56,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,강원도 영월군청,033-370-2356
