주차장명,주차장구분,주차장유형,소재지도로명주소,소재지지번주소,주차구획수,운영요일,평일운영시작시각,평일운영종료시각,토요일운영시작시각,토요일운영종료시각,공휴일운영시작시각,공휴일운영종료시각,요금정보,관리기관명,전화번호
사창리 공영주차장(구 공인중개사),공영,노외,강원도 화천군 사내면 사창리 456-2,강원도 화천군 사내면 사창리 456-2,67,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,강원도 화천군청,033-440-2365
사창리 공영주차장(구CU마트),공영,노외,강원도 화천군 사내면 사창리 457-6,강원도 화천군 사내면 사창리 457-6,31,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,강원도 화천군청,033-440-2365
사창리 공영주차장(사창리 읍내안),공영,노외,강원도 화천군 사내면 사내로4길 3,강원도 화천군 사내면 사창리 454-18,61,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,강원도 화천군청,033-440-2365
부자상회 - 영모전간,공영,노외,강원도 영월군 영월읍 영모전길 98,강원도 영월군 영월읍 영흥리 1033-10,12,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,강원도 영월군청,033-370-2356
부자상회 - 영모전간,공영,노외,강원도 영월군 영월읍 영모전길 98,강원도 영월군 영월읍 영흥리 1033-81,5,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,강원도 영월군청,033-370-2356
부자상회 - 영모전간,공영,노외,강원도 영월군 영월읍 영모전길 79,강원도 영월군 영월읍 영흥리 1013-18,13,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,강원도 영월군청,033-370-2356
수정빌라 옆,공영,노외,강원도 영월군 영월읍 단종로 95,강원도 영월군 영월읍 영흥리 1053-3,29,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,강원도 영월군청,033-370-2356
덕포보건지소 주차장,공영,노외,강원도 영월군 영월읍 중앙로 148,강원도 영월군 영월읍 덕포리 574-66,20,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,강원도 영월군청,033-370-2356
주공아파트,공영,노외,강원도 영월군 영월읍 중앙로 4,강원도 영월군 영월읍 하송리 195-3,65,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,강원도 영월군청,033-370-2356
장릉보리밥집 앞,공영,노외,강원도 영월군 영월읍 단종로 178-10,강원도 영월군 영월읍 영흥리 1101-21,22,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,강원도 영월군청,033-370-2356
내성길21번길 12 앞,공영,노외,강원도 영월군 영월읍 내성길21번길 12,강원도 영월군 영월읍 영흥리 784-2,20,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,강원도 영월군청,033-370-2356
섭새주차장,공영,노외,강원도 영월군 영월읍 동강로 836,강원도 영월군 영월읍 삼옥리 236,215,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,강원도 영월군청,033-370-2356
문산주차장,공영,노외,강원도 영월군 영월읍 동강로 1495,강원도 영월군 영월읍 문산리 413-1,59,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,강원도 영월군청,033-370-2356
영월초교 후문주차장,공영,노외,강원도 영월군 영월읍 하송안길 100,강원도 영월군 영월읍 영흥리 925-19,16,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,강원도 영월군청,033-370-2356
영월장로교회 인근,공영,노외,강원도 영월군 영월읍 영월로 2079,강원도 영월군 영월읍 덕포리 486-22,67,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,강원도 영월군청,033-370-2356
영월대교회 뒤,공영,노외,강원도 영월군 영월읍 중앙1로 35,강원도 영월군 영월읍 하송리 255-3,32,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,강원도 영월군청,033-370-2356
백년기와 옆,공영,노외,강원도 영월군 영월읍 봉래산로 48,강원도 영월군 영월읍 영흥리 727-36,6,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,강원도 영월군청,033-370-2356
백년기와-수원지간,공영,노외,강원도 영월군 영월읍 봉래산로 48,강원도 영월군 영월읍 영흥리 768-4,12,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,강원도 영월군청,033-370-2356
KT&G,공영,노외,강원도 화천군 화천읍 하리 16-8,강원도 화천군 화천읍 하리 16-8,25,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,강원도 화천군청,033-440-2365
"내성초교 진입로 방향(상,하)",공영,노상,강원도 영월군 영월읍 봉래산로 63,강원도 영월군 영월읍 영흥리 800-8,85,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,강원도 영월군청,033-370-2356
영파회전교차로 인근(도미노 피자 우측),공영,노상,강원도 영월군 영월읍 중앙로 84,강원도 영월군 영월읍 영흥리 904-11,12,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,강원도 영월군청,033-370-2356
주공3차-J클래식,공영,노상,강원도 영월군 영월읍 하송로 123-4,강원도 영월군 영월읍 하송리 403-4,16,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,강원도 영월군청,033-370-2356
영월군청 앞 세무서간 도시계획도로,공영,노상,강원도 영월군 영월읍 하송안길 19-16,강원도 영월군 영월읍 하송리 185-2,46,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,강원도 영월군청,033-370-2356
주천교 앞 노상주차장,공영,노상,강원도 영월군 주천면 주천로 41,강원도 영월군 주천면 신일리 1637,21,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,강원도 영월군청,033-370-2356
쌍용복지타운 앞 노상,공영,노상,강원도 영월군 한반도면 무동길 16,강원도 영월군 한반도면 쌍용리 696-6,40,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,강원도 영월군청,033-370-2356
경찰서 좌측(경찰서 관사 방면),공영,노상,강원도 영월군 영월읍 단종로15번길 14,강원도 영월군 영월읍 영흥리 949-2,15,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,강원도 영월군청,033-370-2356
경찰서 우측(황금돼지 맞은편쪽),공영,노상,강원도 영월군 영월읍 단종로 9,강원도 영월군 영월읍 영흥리 947-2,17,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,강원도 영월군청,033-370-2356
경찰서 후면(KT 방면),공영,노상,강원도 영월군 영월읍 단종로33번길 30,강원도 영월군 영월읍 영흥리 950-4,17,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,강원도 영월군청,033-370-2356
통신공사 우측(중부노인회관 방면),공영,노상,강원도 영월군 영월읍 단종로9번길 38,강원도 영월군 영월읍 영흥리 951-4,13,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,강원도 영월군청,033-370-2356
통신공사 좌측(KT담장-우체국 방면),공영,노상,강원도 영월군 영월읍 단종로33번길 30,강원도 영월군 영월읍 영흥리 950-4,24,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,강원도 영월군청,033-370-2356
신한은행 앞,공영,노상,강원도 영월군 영월읍 관풍헌길 62-6,강원도 영월군 영월읍 영흥리 988-7,10,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,강원도 영월군청,033-370-2356
구 읍민관 주변,공영,노상,강원도 영월군 영월읍 관풍헌길 66,강원도 영월군 영월읍 영흥리 990-2,14,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,강원도 영월군청,033-370-2356
세무서-종합상가(양방향),공영,노상,강원도 영월군 영월읍 서부시장길 12-11,강원도 영월군 영월읍 하송리 190-8,31,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,강원도 영월군청,033-370-2356
세무서-터미널방면(동강한우 담 밑),공영,노상,강원도 영월군 영월읍 하송안길 65,강원도 영월군 영월읍 하송리 186-2,9,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,강원도 영월군청,033-370-2356
여성회관-서민들(한방향),공영,노상,강원도 영월군 영월읍 단종로16번길 31,강원도 영월군 영월읍 영흥리 975-2,19,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,강원도 영월군청,033-370-2356
덕포시장 골목(입구-역전방향),공영,노상,강원도 영월군 영월읍 덕포시장길 41,강원도 영월군 영월읍 덕포리 486-28,46,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,강원도 영월군청,033-370-2356
녹전중학교 교문 옆,공영,노상,강원도 영월군 중동면 영월동로 3081-1,강원도 영월군 중동면 녹전리 795,4,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,강원도 영월군청,033-370-2356
선관위-레스트힐 방면,공영,노상,강원도 영월군 영월읍 은행나무3길 20,강원도 영월군 영월읍 하송리 110-68,16,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,강원도 영월군청,033-370-2356
주공4차(아) 후면도로,공영,노상,강원도 영월군 영월읍 하송로 123-7,강원도 영월군 영월읍 하송리 394-2,12,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,강원도 영월군청,033-370-2356
계촌주차장(계촌초교 앞),공영,노외,강원도 평창군 방림면 계촌길 63,강원도 평창군 방림면 계촌리 2070-1,45,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,강원도 평창군청,033-330-2285
방림 1주차장(농협 옆),공영,노외,강원도 평창군 방림면 서동로 1329-3,강원도 평창군 방림면 방림리 1281,10,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,강원도 평창군청,033-330-2285
백덕산 주차장,공영,노외,강원도 평창군 방림면 여우재1길 13-2,강원도 평창군 방림면 운교리 1604,39,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,강원도 평창군청,033-330-2285
유현아파트 앞 주차장,공영,노외,강원도 평창군 평창읍 평창중앙로 136,강원도 평창군 평창읍 하리 179-5,14,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,강원도 평창군청,033-330-2285
문화마을 주차장,공영,노외,강원도 평창군 대화면 문화택지길 57-1,강원도 평창군 대화면 대화리 1958,17,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,강원도 평창군청,033-330-2285
터미널 옆 주차장,공영,노외,강원도 평창군 대화면 평창대로 894,강원도 평창군 대화면 대화리 1012-17,76,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,강원도 평창군청,033-330-2285
면사무소 앞 주차장,공영,노외,강원도 평창군 대화면 대화중앙로 154-1,강원도 평창군 대화면 대화리 1180-4,27,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,강원도 평창군청,033-330-2285
대화체육관 옆 주차장,공영,노외,강원도 평창군 대화면 대화1길 28-5,강원도 평창군 대화면 대화리 971-3,22,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,강원도 평창군청,033-330-2285
대화중고등학교 앞 주차장,공영,노외,강원도 평창군 대화면 대화중앙로 32-8,강원도 평창군 대화면 대화리 857-1,26,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,강원도 평창군청,033-330-2285
중앙로 노외(12공영),공영,노외,강원도 태백시 황지로 139-11,강원도 태백시 황지동 45-46,35,평일,00:00,23:59,00:00,00:00,00:00,00:00,유료,강원도 태백시청,033-550-2106
황지연못 뒤(13공영),공영,노상,강원도 태백시 황지연못길 15,강원도 태백시 황지동 25-90,16,평일,00:00,23:59,00:00,00:00,00:00,00:00,유료,강원도 태백시청,033-550-2107
황지고둥학교옆,공영,노상,강원도 태백시 해지개길 24,강원도 태백시 황지동 665-1,17,평일,00:00,23:59,00:00,00:00,00:00,00:00,무료,강원도 태백시청,033-550-2105
황지중앙초등학교옆,공영,노상,강원도 태백시 장수길 18,강원도 태백시 황지동 274-508,8,평일,00:00,23:59,00:00,00:00,00:00,00:00,무료,강원도 태백시청,033-550-2105
장성석공마트옆,공영,노외,강원도 태백시 석공길 24,강원도 태백시 장성동 147-1,11,평일,00:00,23:59,00:00,00:00,00:00,00:00,무료,강원도 태백시청,033-550-2105
2주공아파트옆,공영,노상,강원도 태백시 황지로 19,강원도 태백시 황지동 90-7,7,평일,00:00,23:59,00:00,00:00,00:00,00:00,무료,강원도 태백시청,033-550-2105
화전동 마을회관,공영,노외,강원도 태백시 외솔배기길 100,강원도 태백시 화전동 11-22,28,평일,00:00,23:59,00:00,00:00,00:00,00:00,무료,강원도 태백시청,033-550-2105
장성농공단지옆,공영,노외,강원도 태백시 계산8길 37,강원도 태백시 장성동 240-12,10,평일,00:00,23:59,00:00,00:00,00:00,00:00,무료,강원도 태백시청,033-550-2105
삼성화재후면,공영,노상,강원도 태백시 문화로북길 8,강원도 태백시 황지동 59-46,46,평일,00:00,23:59,00:00,00:00,00:00,00:00,무료,강원도 태백시청,033-550-2105
상장동(구)골든세차장,공영,노외,강원도 태백시 상장로 33,강원도 태백시 황지동 114-34,24,평일,00:00,23:59,00:00,00:00,00:00,00:00,무료,강원도 태백시청,033-550-2105
황지자유시장(제2주차장),공영,노외,강원도 태백시 새시장1길 40,강원도 태백시 황지동 38-280,40,평일,00:00,23:59,00:00,00:00,00:00,00:00,유료,강원도 태백시 황지자유시장조합,033-552-2634
"태백역, 황연동사무소(1공영)",공영,노외,강원도 태백시 황연길 29,강원도 태백시 황지동 274-681,28,평일,00:00,23:59,00:00,00:00,00:00,00:00,유료,강원도 태백시청,033-550-2105
국민은행옆(2공영),공영,노외,강원도 태백시 먹거리길 71,강원도 태백시 황지동 253-148,38,평일,00:00,23:59,00:00,00:00,00:00,00:00,유료,강원도 태백시청,033-550-2105
산칠록목욕탕옆(3공영),공영,노상,강원도 태백시 연지로 28,강원도 태백시 황지동 8-2,50,평일,00:00,23:59,00:00,00:00,00:00,00:00,유료,강원도 태백시청,033-550-2105
보건소앞우회도로(4공영),공영,노상,강원도 태백시 태백로 922,강원도 태백시 황지동 38-383,44,평일,00:00,23:59,00:00,00:00,00:00,00:00,유료,강원도 태백시청,033-550-2105
중앙로(5공영),공영,노상,강원도 태백시 번영로 349,강원도 태백시 황지동 42-14,34,평일,00:00,23:59,00:00,00:00,00:00,00:00,유료,강원도 태백시청,033-550-2105
한마음신협앞(6공영),공영,노상,강원도 태백시 번영로 362,강원도 태백시 황지동 29-7,26,평일,00:00,23:59,00:00,00:00,00:00,00:00,유료,강원도 태백시청,033-550-2105
한마음산부인과앞(7공영),공영,노외,강원도 태백시 서황지로 4,강원도 태백시 황지동 25-150,18,평일,00:00,23:59,00:00,00:00,00:00,00:00,유료,강원도 태백시청,033-550-2105
1주공앞(8공영),공영,노외,강원도 태백시 서황지로 4,강원도 태백시 황지동 25-150,42,평일,00:00,23:59,00:00,00:00,00:00,00:00,유료,강원도 태백시청,033-550-2105
고려의원옆(9공영),공영,노외,강원도 태백시 황지로 90,강원도 태백시 황지동 62-3,35,평일,00:00,23:59,00:00,00:00,00:00,00:00,유료,강원도 태백시청,033-550-2105
자유시장앞(10공영),공영,노상,강원도 태백시 태백로 954,강원도 태백시 황지동 33-86,18,평일,00:00,23:59,00:00,00:00,00:00,00:00,무료,강원도 태백시청,033-550-2105
대산아파트옆(11공영),공영,노외,강원도 태백시 풀미당골길 35,강원도 태백시 황지동 24,49,평일,00:00,23:59,00:00,00:00,00:00,00:00,유료,강원도 태백시청,033-550-2105
철암 삼방교위,공영,노외,강원도 태백시 삼방길 10,강원도 태백시 철암동 351-7,19,평일,00:00,23:59,00:00,00:00,00:00,00:00,무료,강원도 태백시청,033-550-2105
철암 후미끼리,공영,노외,강원도 태백시 마산등길 32,강원도 태백시 철암동 331-3,10,평일,00:00,23:59,00:00,00:00,00:00,00:00,무료,강원도 태백시청,033-550-2105
통리 의용소방대앞,공영,노상,강원도 태백시 통리길 13,강원도 태백시 통동 346-104,121,평일,00:00,23:59,00:00,00:00,00:00,00:00,무료,강원도 태백시청,033-550-2105
통리초등학교옆,공영,노상,강원도 태백시 통골길 13,강원도 태백시 통동 70-3,32,평일,00:00,23:59,00:00,00:00,00:00,00:00,무료,강원도 태백시청,033-550-2105
통리초등학교옆,공영,노상,강원도 태백시 통골길 13,강원도 태백시 통동 70-3,32,평일,00:00,23:59,00:00,00:00,00:00,00:00,무료,강원도 태백시청,033-550-2105
태백역옆,공영,노외,강원도 태백시 서황지로 79,강원도 태백시 황지동 257,46,평일,00:00,23:59,00:00,00:00,00:00,00:00,무료,강원도 태백시청,033-550-2105
3주공옆,공영,노상,강원도 태백시 고원로 279,강원도 태백시 황지동 674,28,평일,00:00,23:59,00:00,00:00,00:00,00:00,무료,강원도 태백시청,033-550-2105
절골안길,공영,노외,강원도 태백시 절골2길 28,강원도 태백시 황지동 362-47,55,평일,00:00,23:59,00:00,00:00,00:00,00:00,무료,강원도 태백시청,033-550-2105
절골 서울설비옆,공영,노외,강원도 태백시 고원로 305-5,강원도 태백시 황지동 353-23,44,평일,00:00,23:59,00:00,00:00,00:00,00:00,무료,강원도 태백시청,033-550-2105
중앙공업사옆,공영,노상,강원도 태백시 문화로2길 6,강원도 태백시 황지동 74-123,12,평일,00:00,23:59,00:00,00:00,00:00,00:00,무료,강원도 태백시청,033-550-2105
부일갈비옆,공영,노상,강원도 태백시 문화로3길 91,강원도 태백시 황지동 71-94,20,평일,00:00,23:59,00:00,00:00,00:00,00:00,무료,강원도 태백시청,033-550-2105
대현목욕탕옆,공영,노상,강원도 태백시 황지남3길 5,강원도 태백시 황지동 70-9,11,평일,00:00,23:59,00:00,00:00,00:00,00:00,무료,강원도 태백시청,033-550-2105
황지체육사옆,공영,노상,강원도 태백시 시장남1길 17,강원도 태백시 황지동 33-67,5,평일,00:00,23:59,00:00,00:00,00:00,00:00,무료,강원도 태백시청,033-550-2105
황연동주민센터위,공영,노상,강원도 태백시 황연길 19,강원도 태백시 황지동 274-498,16,평일,00:00,23:59,00:00,00:00,00:00,00:00,무료,강원도 태백시청,033-550-2105
성지사우나옆,공영,노상,강원도 태백시 금계길 28,강원도 태백시 황지동 368-254,16,평일,00:00,23:59,00:00,00:00,00:00,00:00,무료,강원도 태백시청,033-550-2105
삼성프라자옆,공영,노상,강원도 태백시 태백로 992,강원도 태백시 황지동 73-15,18,평일,00:00,23:59,00:00,00:00,00:00,00:00,무료,강원도 태백시청,033-550-2105
조화사옆,공영,노상,강원도 태백시 상장3길 3,강원도 태백시 황지동 108-35,14,평일,00:00,23:59,00:00,00:00,00:00,00:00,무료,강원도 태백시청,033-550-2105
황연동주민센터옆,공영,노상,강원도 태백시 황연3길 13,강원도 태백시 황지동 274-653,32,평일,00:00,23:59,00:00,00:00,00:00,00:00,무료,강원도 태백시청,033-550-2105
태백시외버스터미널옆,공영,노상,강원도 태백시 금계길 9-7,강원도 태백시 황지동 368-132,10,평일,00:00,23:59,00:00,00:00,00:00,00:00,무료,강원도 태백시청,033-550-2105
LA갈비옆,공영,노상,강원도 태백시 황지로 247-1,강원도 태백시 황지동 273-9,19,평일,00:00,23:59,00:00,00:00,00:00,00:00,무료,강원도 태백시청,033-550-2105
범패사 입구,공영,노외,강원도 태백시 풀미당골길 1-4,강원도 태백시 황지동 23-6,20,평일,00:00,23:59,00:00,00:00,00:00,00:00,무료,강원도 태백시청,033-550-2105
청솔아파트옆,공영,노상,강원도 태백시 해지개길 26,강원도 태백시 황지동 665-1,20,평일,00:00,23:59,00:00,00:00,00:00,00:00,무료,강원도 태백시청,033-550-2105
효성타운 뒤 주차장,공영,노외,강원도 평창군 평창읍 향교길 43,강원도 평창군 평창읍 하리 66-3,19,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,강원도 평창군청,033-330-2285
바다회식당 옆 주차장,공영,노외,강원도 평창군 평창읍 천변길 24-7,강원도 평창군 평창읍 천변리 25-2,20,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,강원도 평창군청,033-330-2285
할인마트 앞 주차장,공영,노외,강원도 평창군 평창읍 백오로 171,강원도 평창군 평창읍 중리 302,22,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,강원도 평창군청,033-330-2285
평창초교 앞 (산림조합 옆),공영,노외,강원도 평창군 평창읍 송학로 59,강원도 평창군 평창읍 하리 125-5,17,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,강원도 평창군청,033-330-2285
삼삼오식당 옆 주차장,공영,노외,강원도 평창군 평창읍 노산성길 13,강원도 평창군 평창읍 하리 152,23,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,강원도 평창군청,033-330-2285
대원아파트 앞 주차장,공영,노외,강원도 평창군 평창읍 노성로 213-4,강원도 평창군 평창읍 중리 88-7,12,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,강원도 평창군청,033-330-2285
평창해장국 옆 주차장,공영,노외,강원도 평창군 평창읍 백오로 178,강원도 평창군 평창읍 중리 301,37,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,강원도 평창군청,033-330-2285
마하리 주차장,공영,노외,강원도 평창군 미탄면 마하길 42-5,"강원도 평창군 미탄면 마하리 337-1,2",42,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,강원도 평창군청,033-330-2285
미탄 주차장,공영,노외,강원도 평창군 미탄면 미탄시장길 22,강원도 평창군 미탄면 창리 709,18,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,강원도 평창군청,033-330-2285
올림픽시장 주차장,공영,노외,강원도 평창군 평창읍 문화길 73,강원도 평창군 평창읍 하리 137-12,18,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,강원도 평창군청,033-330-2285
창리주차공원,공영,노외,강원도 평창군 미탄면 미탄중앙로 69,강원도 평창군 미탄면 창리 773-1,22,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,강원도 평창군청,033-330-2285
대동목욕탕~삼성화재,공영,노상,강원도 화천군 화천읍 아리 43-3,강원도 화천군 화천읍 아리 43-3,18,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,강원도 화천군청,033-440-2365
화천농협뒤,공영,노외,강원도 화천군 화천읍 중앙로3길 12,강원도 화천군 화천읍 하리 45-2,30,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,강원도 화천군청,033-440-2365
청기와집 옆,공영,노외,강원도 화천군 화천읍 아리 248-2,강원도 화천군 화천읍 아리 248-2,8,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,강원도 화천군청,033-440-2365
화천순두부집 옆,공영,노외,강원도 화천군 화천읍 아리 245-21,강원도 화천군 화천읍 아리 245-21,8,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,강원도 화천군청,033-440-2365
