주차장명,주차장구분,주차장유형,소재지도로명주소,소재지지번주소,주차구획수,운영요일,평일운영시작시각,평일운영종료시각,토요일운영시작시각,토요일운영종료시각,공휴일운영시작시각,공휴일운영종료시각,요금정보,관리기관명,전화번호
경찰서뒤,공영,노외,강원도 화천군 화천읍 중리 249-20,강원도 화천군 화천읍 중리 249-20,13,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,강원도 화천군청,033-440-2365
영진빌라앞,공영,노외,강원도 화천군 화천읍 중리 252-12,강원도 화천군 화천읍 중리 252-12,5,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,강원도 화천군청,033-440-2365
산천어공방~지적공사,공영,노상,강원도 화천군 화천읍 중리 258,강원도 화천군 화천읍 중리 258,37,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,강원도 화천군청,033-440-2365
화천중기 앞,공영,노외,강원도 화천군 화천읍 중리 254-9,강원도 화천군 화천읍 중리 254-9,7,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,강원도 화천군청,033-440-2365
낙원아파트 앞,공영,노외,강원도 화천군 화천읍 아리 205-17,강원도 화천군 화천읍 아리 205-17,8,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,강원도 화천군청,033-440-2365
화천중고동문회,공영,노외,강원도 화천군 화천읍 상승로 79-17,강원도 화천군 화천읍 하리 78-1,12,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,강원도 화천군청,033-440-2365
화천교회 앞,공영,노외,강원도 화천군 화천읍 아리 213-4,강원도 화천군 화천읍 아리 213-4,13,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,강원도 화천군청,033-440-2365
사창리 공영주차장,공영,노외,강원도 화천군 사내면 사창리 420-6,강원도 화천군 사내면 사창리 420-6,13,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,강원도 화천군청,033-440-2365
무릉계곡 제2주차장,공영,노외,강원도 동해시 무릉로 538,강원도 동해시 삼화동 859-1,242,평일+토요일,00:00,23:59,00:00,23:59,00:00,00:00,유료,강원도 동해시시설관리공단,033-539-3700
무릉계곡 제3주차장,공영,노외,강원도 동해시 무릉로 538,강원도 동해시 삼화동 859-1,150,평일+토요일,00:00,23:59,00:00,23:59,00:00,00:00,유료,강원도 동해시시설관리공단,033-539-3700
공영터미널,공영,노외,강원도 동해시 동해대로 5443,강원도 동해시 평릉동 166-4,143,평일+토요일,09:00,18:00,09:00,18:00,00:00,00:00,유료,강원도 동해시시설관리공단,033-539-3820
천곡동굴주차장,공영,노외,강원도 동해시 동굴로50,강원도 동해시 천곡동1003,83,평일+토요일,09:00,18:00,09:00,18:00,00:00,00:00,혼합,강원도 동해시시설관리공단,033-539-3630
군지부옆,공영,노상,강원도 화천군 화천읍 중앙로 16,강원도 화천군 화천읍 하리 48-4,5,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,강원도 화천군청,033-440-2365
정산고~교육청,공영,노상,강원도 화천군 화천읍 하리 28-6,강원도 화천군 화천읍 하리 28-6,71,평일+토요일+공휴일,09:00,18:00,00:00,18:00,09:00,18:00,유료,강원도 화천군청,033-440-2365
아리 경로당 앞,공영,노외,강원도 화천군 화천읍 하리 99-19,강원도 화천군 화천읍 하리 99-19,7,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,강원도 화천군청,033-440-2365
형제사 옆,공영,노외,강원도 화천군 화천읍 하리 101-7,강원도 화천군 화천읍 하리 101-7,6,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,강원도 화천군청,033-440-2365
마포갈비앞,공영,노외,강원도 화천군 화천읍 하리 34-6,강원도 화천군 화천읍 하리 34-6,9,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,강원도 화천군청,033-440-2365
전광판~회전교차로,공영,노상,강원도 화천군 화천읍 하리 43-64,강원도 화천군 화천읍 하리 43-64,71,평일+토요일+공휴일,09:00,18:00,00:00,18:00,09:00,18:00,유료,강원도 화천군청,033-440-2365
속초식당~오성이발소,공영,노상,강원도 화천군 화천읍 아리 256-23,강원도 화천군 화천읍 아리 256-23,24,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,강원도 화천군청,033-440-2365
공영버스터미널~낭천가든,공영,노상,강원도 화천군 화천읍 하리 27-16,강원도 화천군 화천읍 하리 27-16,13,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,강원도 화천군청,033-440-2365
그린장 앞,공영,노외,강원도 화천군 화천읍 하리 52-10,강원도 화천군 화천읍 하리 52-10,7,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,유료,강원도 화천군청,033-442-4013
하리파출소 앞,공영,노외,강원도 화천군 화천읍 강변로 27,강원도 화천군 화천읍 하리 53-29,14,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,강원도 화천군청,033-440-2365
하리마을회관 앞,공영,노외,강원도 화천군 화천읍 하리 53-30,강원도 화천군 화천읍 하리 53-30,12,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,강원도 화천군청,033-440-2365
태흥~하리파출소,공영,노상,강원도 화천군 화천읍 하리 51-5,강원도 화천군 화천읍 하리 51-5,15,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,강원도 화천군청,033-440-2365
강변-1,공영,노외,강원도 화천군 화천읍 하리 53-11,강원도 화천군 화천읍 하리 53-11,99,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,강원도 화천군청,033-440-2365
강변-2,공영,노외,강원도 화천군 화천읍 하리 24-2,강원도 화천군 화천읍 하리 24-2,70,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,강원도 화천군청,033-440-2365
5일장터,공영,노외,강원도 화천군 화천읍 하리 21-17,강원도 화천군 화천읍 하리 21-17,86,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,강원도 화천군청,033-440-2365
하이랜드 옆 2주차장,공영,노외,강원도 평창군 대관령면 횡계2길 16,강원도 평창군 대관령면 횡계리 331-12,8,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,강원도 평창군청,033-330-2285
하이랜드 옆 3주차장,공영,노외,강원도 평창군 대관령면 눈마을길 57,강원도 평창군 대관령면 횡계리 331-47,11,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,강원도 평창군청,033-330-2285
흥일회관 앞 주차장,공영,노외,강원도 평창군 대관령면 횡계3길 3,강원도 평창군 대관령면 횡계리 665,6,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,강원도 평창군청,033-330-2285
용평생활관 앞 주차장,공영,노외,강원도 평창군 대관령면 횡계3길 14,강원도 평창군 대관령면 횡계리 331-1,30,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,강원도 평창군청,033-330-2285
횡계초등학교 앞 주차장,공영,노외,강원도 평창군 대관령면 꽃밭양지길 16-3,강원도 평창군 대관령면 횡계리 661-50,110,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,강원도 평창군청,033-330-2285
제칠안식교회 뒤 주차장,공영,노외,강원도 평창군 대관령면 눈마을길 27,강원도 평창군 대관령면 횡계리 314-24,51,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,강원도 평창군청,033-330-2285
로얄장 앞 주차장,민영,노외,강원도 평창군 평창읍 백오로 73,강원도 평창군 평창읍 하리 73-3,20,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,강원도 평창군청,033-330-2285
장평농협뒤 주차장,민영,노외,강원도 평창군 용평면 경강로 1667,강원도 평창군 용평면 장평리 365-6,9,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,강원도 평창군청,033-330-2285
횡계의원 뒤 1주차장,공영,노외,강원도 평창군 대관령면 축제길 40,강원도 평창군 대관령면 횡계리 321-10,28,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,강원도 평창군청,033-330-2285
횡계의원 뒤 2주차장,공영,노외,강원도 평창군 대관령면 축제길 36,강원도 평창군 대관령면 횡계리 337-8,32,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,강원도 평창군청,033-330-2285
오삼불고기거리 주차장,공영,노외,강원도 평창군 대관령면 횡계2길 3-3,강원도 평창군 대관령면 횡계리 325-10,17,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,강원도 평창군청,033-330-2285
하이랜드 옆 1주차장,공영,노외,강원도 평창군 대관령면 횡계2길 331-28,강원도 평창군 대관령면 횡계리 331-28,32,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,강원도 평창군청,033-330-2285
설악동B1주차장,공영,노외,강원도 속초시 설악산로 813,강원도 속초시 설악동 3-1,265,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,강원도청,033-639-2663
영금정길 주차장,공영,노외,강원도 속초시 영금정로6길 3-4,강원도 속초시 동명동 1-115,32,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,강원도 속초시청,033-639-2188
동명항길 주차장,공영,노외,강원도 속초시 동명항길 53 (동명동),강원도 속초시 동명동 1-242,32,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,강원도 속초시청,033-639-2188
로데오제1지구 주차장,공영,노외,강원도 속초시 청초호반로 238-13 (청학동),강원도 속초시 청학동 482-258,148,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,강원도 속초시청,033-639-2188
로데오제2지구 주차장,공영,노외,강원도 속초시 중앙로 93-1 (청학동),강원도 속초시 청학동 482-171,187,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,강원도 속초시청,033-639-2188
영랑동 주차장,공영,노외,강원도 속초시 영랑로 8,강원도 속초시 영랑동 184-2,220,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,강원도 속초시청,033-639-2188
소도다목적광장,공영,노외,강원도 태백시 태백산로 4725,강원도 태백시 소도동 316-48,139,평일,00:00,23:59,00:00,00:00,00:00,00:00,무료,강원도 태백시청,033-550-2105
장성어린이집옆,공영,노외,강원도 태백시 장성1길 66,강원도 태백시 장성동 150-54,37,평일,00:00,23:59,00:00,00:00,00:00,00:00,무료,강원도 태백시청,033-550-2105
장성중앙시장옆,공영,노외,강원도 태백시 장성로 44,강원도 태백시 장성동 159-8,23,평일,00:00,23:59,00:00,00:00,00:00,00:00,무료,강원도 태백시청,033-550-2105
장성동 삼미원옆,공영,노상,강원도 태백시 장성로 47-1,강원도 태백시 장성동 222-34,27,평일,00:00,23:59,00:00,00:00,00:00,00:00,무료,강원도 태백시청,033-550-2105
장성 호암동,공영,노외,강원도 태백시 장성로 91,강원도 태백시 장성동 54-151,22,평일,00:00,23:59,00:00,00:00,00:00,00:00,무료,강원도 태백시청,033-550-2105
태백교육지원청옆,공영,노상,강원도 태백시 장성로 191,강원도 태백시 장성동 55-3,65,평일,00:00,23:59,00:00,00:00,00:00,00:00,무료,강원도 태백시청,033-550-2105
수재민사택,공영,노외,강원도 태백시 비와야폭포길 7-1,강원도 태백시 장성동 44-10,17,평일,00:00,23:59,00:00,00:00,00:00,00:00,무료,강원도 태백시청,033-550-2105
자연사박물관앞,공영,노상,강원도 태백시 태백로 2249,강원도 태백시 동점동 295,5,평일,00:00,23:59,00:00,00:00,00:00,00:00,무료,강원도 태백시청,033-550-2105
동점초등학교옆,공영,노외,강원도 태백시 방터골길 27,강원도 태백시 동점동 498-101,47,평일,00:00,23:59,00:00,00:00,00:00,00:00,무료,강원도 태백시청,033-550-2105
구문소옆,공영,노외,강원도 태백시 동태백로 11,강원도 태백시 동점동 산 6-3,10,평일,00:00,23:59,00:00,00:00,00:00,00:00,무료,강원도 태백시청,033-550-2105
철암남동교,공영,노외,강원도 태백시 샛들3길 3-10,강원도 태백시 철암동 378-42,23,평일,00:00,23:59,00:00,00:00,00:00,00:00,무료,강원도 태백시청,033-550-2105
철암역옆,공영,노상,강원도 태백시 동태백로 389,강원도 태백시 철암동 370-1,15,평일,00:00,23:59,00:00,00:00,00:00,00:00,무료,강원도 태백시청,033-550-2105
철암보건지소옆,공영,노외,강원도 태백시 철암길 2,강원도 태백시 철암동 349-18,74,평일,00:00,23:59,00:00,00:00,00:00,00:00,무료,강원도 태백시청,033-550-2105
교동가로 주차장,공영,노상,강원도 속초시 번영로23번길 8-29 (교동),강원도 속초시 교동 636-14,65,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,강원도 속초시청,033-639-2188
청학가로(번영로) 주차장,공영,노상,강원도 속초시 번영로 60,강원도 속초시 청학동 488-1,25,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,강원도 속초시청,033-639-2188
수복로 주차장,공영,노상,강원도 속초시 중앙로 91-8,강원도 속초시 청학동 483-16,135,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,강원도 속초시청,033-639-2188
장사동 해안도로 주차장,공영,노상,강원도 속초시 장사항해안길 2,강원도 속초시 장사동 577-42,160,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,강원도 속초시청,033-639-2188
동명동(수복탑) 주차장,공영,노상,강원도 속초시 중앙로 214-1,강원도 속초시 동명동 398-1,44,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,강원도 속초시청,033-639-2188
영랑동(속초의료원 앞) 주차장,공영,노상,강원도 속초시 중앙로 331,강원도 속초시 영랑동 163-72,45,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,강원도 속초시청,033-639-2188
설악산입구 주차장,공영,노상,강원도 속초시 동해대로 3661,강원도 속초시 대포동 839-26,20,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,강원도 속초시청,033-639-2188
설악동B2주차장,공영,노외,강원도 속초시 설악산로 787,강원도 속초시 설악동 2-2,271,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,강원도청,033-639-2663
근로자종합복지회관,공영,노외,강원도 동해시 동굴로2,강원도 동해시 천곡동1005-12,100,평일+토요일,05:00,23:59,08:00,23:59,00:00,00:00,무료,강원도 동해시시설관리공단,033-539-3722
설악동C2주차장,공영,노외,강원도 속초시 청봉로 99,강원도 속초시 설악동 324-1,427,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,강원도청,033-639-2663
설악동C1주차장,공영,노외,강원도 속초시 청봉로 151,강원도 속초시 설악동 302-5,866,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,강원도청,033-639-2663
청학2지구 주차장,공영,노외,강원도 속초시 수복로143번길 58,강원도 속초시 청학동 486-183,13,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,강원도 속초시청,033-639-2188
청학1지구 주차장,공영,노외,강원도 속초시 수복로143번길 58,강원도 속초시 청학동 486,24,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,강원도 속초시청,033-639-2188
엑스포 해양유람선 앞 주차장,공영,노외,강원도 속초시 청초호반로 28,강원도 속초시 조양동 1557-1,178,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,강원도 속초시청,033-639-2188
엑스포장 주차장,공영,노외,강원도 속초시 엑스포로 72,강원도 속초시 조양동 1544-3,250,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,강원도 속초시청,033-639-2188
석봉도자기 앞 주차장,공영,노외,강원도 속초시 엑스포로2길 45,강원도 속초시 교동 1020-1,257,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,강원도 속초시청,033-639-2188
청대로 먹거리단지 앞 주차장,공영,노상,강원도 속초시 먹거리4길 19,강원도 속초시 교동 990,30,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,강원도 속초시청,033-639-2188
삼환아파트~속여고입구 주차장,공영,노상,강원도 속초시 동해대로 4288,강원도 속초시 교동 804-106,71,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,강원도 속초시청,033-639-2188
법대로 주차장,공영,노상,강원도 속초시 법대로 18,강원도 속초시 동명동 299-6,92,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,강원도 속초시청,033-639-2188
뱅뱅,공영,노상,강원도 동해시 중앙로 248,강원도 동해시 천곡동 850-1,33,평일+토요일,09:00,19:00,09:00,19:00,00:00,00:00,유료,강원도 동해시시설관리공단,033-539-3820
기업은행,공영,노상,강원도 동해시 중앙로 233,강원도 동해시 천곡동 1070,10,평일+토요일,09:00,19:00,09:00,19:00,00:00,00:00,유료,강원도 동해시시설관리공단,033-539-3820
동화주차장,민영,노외,강원도 원주시 원일로 148-12,강원도 원주시 중앙동 17,15,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,강원도 원주시청,033-737-3544
B도로 주차장,민영,노외,강원도 원주시 중앙로 68,강원도 원주시 중앙동 183,37,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,강원도 원주시청,033-737-3544
원주 중앙동 주차장,민영,노외,강원도 원주시 평원로 55,강원도 원주시 중앙동 74-2,21,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,강원도 원주시청,033-737-3544
원흥주차장,민영,노외,강원도 원주시 평원로 51,강원도 원주시 중앙동 81,44,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,강원도 원주시청,033-737-3544
평원주차장,민영,노외,강원도 원주시 중앙시장길 57,강원도 원주시 평원동 189-4,14,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,강원도 원주시청,033-737-3544
태호주차장,민영,노외,강원도 원주시 중앙시장길 51,강원도 원주시 평원동 190-23,14,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,강원도 원주시청,033-737-3544
금성주차장,민영,노외,강원도 원주시 평원로 44,강원도 원주시 평원동 310-13,11,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,강원도 원주시청,033-737-3544
형제주차장,민영,노외,강원도 원주시 평원로 22,강원도 원주시 평원동 349-1,48,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,강원도 원주시청,033-737-3544
전원주차장,민영,노외,강원도 원주시 중앙시장길 54,강원도 원주시 평원동 198-1,13,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,강원도 원주시청,033-737-3544
정지뜰주차장,민영,노외,강원도 원주시 평원로 90,강원도 원주시 학성동 202-3,34,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,강원도 원주시청,033-737-3544
수정유료주차장,민영,노외,강원도 원주시 감영길 20,강원도 원주시 원동 5-27,9,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,강원도 원주시청,033-737-3544
남산주차장,민영,노외,강원도 원주시 원일로 53-1,강원도 원주시 원동 58-4,27,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,강원도 원주시청,033-737-3544
광진주차장,민영,노외,강원도 원주시 치악로 1817,강원도 원주시 인동 183,17,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,강원도 원주시청,033-737-3544
성지병원주차장,민영,노외,강원도 원주시 중앙로 38-2,강원도 원주시 인동 25-31,44,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,강원도 원주시청,033-737-3544
고원예식장앞,공영,노외,강원도 태백시 짐대배기2길 12,강원도 태백시 황지동 194-60,7,평일,00:00,23:59,00:00,00:00,00:00,00:00,무료,강원도 태백시청,033-550-2105
SK부자주유소옆,공영,노외,강원도 태백시 상장로 86,강원도 태백시 황지동 108-33,31,평일,00:00,23:59,00:00,00:00,00:00,00:00,무료,강원도 태백시청,033-550-2105
문곡역옆(상장),공영,노상,강원도 태백시 상장로 61,강원도 태백시 황지동 180,17,평일,00:00,23:59,00:00,00:00,00:00,00:00,무료,강원도 태백시청,033-550-2105
함태중학교앞,공영,노상,강원도 태백시 번영로 11,강원도 태백시 황지동 166-2,34,평일,00:00,23:59,00:00,00:00,00:00,00:00,무료,강원도 태백시청,033-550-2105
문곡소도동주민센터옆,공영,노외,강원도 태백시 용담1길 9-4,강원도 태백시 소도동 78,18,평일,00:00,23:59,00:00,00:00,00:00,00:00,무료,강원도 태백시청,033-550-2105
2주공후문,공영,노상,강원도 태백시 황지로 13-1,강원도 태백시 황지동 87-36,13,평일,00:00,23:59,00:00,00:00,00:00,00:00,무료,강원도 태백시청,033-550-2105
현대아파트옆,공영,노외,강원도 태백시 해지개길 26,강원도 태백시 황지동 665-1,26,평일,00:00,23:59,00:00,00:00,00:00,00:00,무료,강원도 태백시청,033-550-2105
너와집옆,공영,노외,강원도 태백시 고원로 35,강원도 태백시 황지동 208-9,12,평일,00:00,23:59,00:00,00:00,00:00,00:00,무료,강원도 태백시청,033-550-2105
강릉인라인스케이팅장 주차장,공영,노외,강원도 강릉시 종합운동장길 72-25,강원도 강릉시 교동 369,95,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,강원도 강릉시청 교통과,033-640-5624
강변-1,공영,노외,강원도 화천군 화천읍 하리 53-11,강원도 화천군 화천읍 하리 53-11,99,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,강원도 화천군청,033-440-2365
강변-2,공영,노외,강원도 화천군 화천읍 하리 24-2,강원도 화천군 화천읍 하리 24-2,70,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,강원도 화천군청,033-440-2365
5일장터,공영,노외,강원도 화천군 화천읍 하리 21-17,강원도 화천군 화천읍 하리 21-17,86,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,강원도 화천군청,033-440-2365
군지부옆,공영,노상,강원도 화천군 화천읍 중앙로 16,강원도 화천군 화천읍 하리 48-4,5,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,강원도 화천군청,033-440-2365
정산고~교육청,공영,노상,강원도 화천군 화천읍 하리 28-6,강원도 화천군 화천읍 하리 28-6,71,평일+토요일+공휴일,09:00,18:00,00:00,18:00,09:00,18:00,유료,강원도 화천군청,033-440-2365
공영버스터미널~낭천가든,공영,노상,강원도 화천군 화천읍 하리 27-16,강원도 화천군 화천읍 하리 27-16,13,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,강원도 화천군청,033-440-2365
